question, target
Nếu một bông hoa hướng dương hạnh phúc hoặc chậm, thì hoa hướng dương sạch sẽ.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương còn trẻ.
Nếu một bông hoa hướng dương đáng sợ và yếu đuối, thì hoa hướng dương rất đẹp.
Sự thật:
Hoa hướng dương xấu và cũ.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương nóng.
“Nếu Carol thông minh, thì Carol sẽ chậm chạp.
Nếu Carol có màu xanh hoặc nhàm chán, thì Carol là tốt.
Nếu Carol sạch sẽ, thì Carol nhỏ.
Nếu Carol xấu, thì Carol yếu.
Nếu Carol trẻ và xinh đẹp, thì Carol có màu đỏ.
Sự thật:
Carol rất nhanh và hạnh phúc.
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu Dan mạnh mẽ và xinh đẹp, thì Dan là người thông minh.
Nếu Dan nhàm chán, thì Dan lạnh lùng.
Nếu Dan đáng sợ hoặc màu xanh, thì Dan tròn.
Nếu Dan hạnh phúc và mềm mại, thì Dan còn trẻ.
Nếu Dan nhanh, thì Dan sạch sẽ.
Sự thật:
Dan tốt và đáng sợ.
Những điều sau đây có thể được xác định về Dan:”, Dan tròn.
“Nếu một cây bồ công anh có màu xanh lá cây hoặc yếu, thì bồ công anh rất đẹp.
Nếu bồ công anh có màu xanh, thì bồ công anh có màu đỏ.
Nếu bồ công anh sạch, thì bồ công anh có màu tím.
Nếu bồ công anh lạnh, thì bồ công anh chậm.
Nếu một cây bồ công anh còn trẻ, thì bồ công anh là tốt.
Sự thật:
Bồ công anh thông minh và lạnh lùng.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh chậm.
“Nếu một con hổ lớn, thì con hổ chậm chạp.
Nếu một con hổ đẹp, thì con hổ thật nhàm chán.
Nếu một con hổ xấu hoặc màu tím, thì con hổ còn trẻ.
Nếu một con hổ đáng sợ, thì con hổ rất nhanh.
Nếu một con hổ có màu xanh lá cây, thì con hổ là tốt.
Sự thật:
Con hổ đáng sợ và già nua.
Những điều sau đây có thể được xác định về con hổ:”, Con hổ nhanh nhẹn.
“Nếu một bông hồng yếu hoặc màu tím, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng xấu, thì hoa hồng thật nhàm chán.
Nếu một bông hồng nóng, thì hoa hồng đã già.
Nếu một bông hồng chậm và lớn, thì hoa hồng có màu xanh.
Nếu một bông hồng có màu đỏ hoặc đáng sợ, thì hoa hồng là thông minh.
Sự thật:
Hoa hồng có màu tím và mạnh mẽ.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu xanh lá cây.
“Nếu Frank còn trẻ, Frank yếu đuối.
Nếu Frank tròn, thì Frank nóng.
Nếu Frank có màu xanh lá cây hoặc cũ, thì Frank có màu xanh lam.
Nếu Frank buồn, thì Frank sạch sẽ.
Nếu Frank thông minh, thì Frank là người lớn.
Sự thật:
Frank buồn và nóng bỏng.
Những điều sau đây có thể được xác định về Frank:”, Frank sạch sẽ.
“Nếu một cái cây đẹp, thì cây đó có màu đỏ.
Nếu một cái cây buồn, thì cây là tốt.
Nếu một cây yếu và sạch sẽ, thì cây mềm.
Nếu một cây nóng và nhỏ, thì cây có màu xanh.
Nếu một cây chậm hoặc tròn, thì cây lớn.
Sự thật:
Cây chậm và sạch sẽ.
Những điều sau đây có thể được xác định về cây:”, Cây to.
“Nếu một con sóc lạnh, thì con sóc có màu tím.
Nếu một con sóc đáng sợ và hạnh phúc, thì con sóc yếu.
Nếu một con sóc đã già, thì con sóc buồn.
Nếu một con sóc đẹp và tốt, thì con sóc nóng.
Nếu một con sóc chậm, thì con sóc có màu xanh.
Sự thật:
Con sóc chậm và nhỏ.
Những điều sau đây có thể được xác định về con sóc:”, Con sóc có màu xanh lam.
“Nếu một con sư tử lạnh và tròn, thì sư tử yếu đuối.
Nếu một con sư tử có màu đỏ, thì sư tử là tốt.
Nếu một con sư tử nhàm chán hoặc sạch sẽ, thì sư tử mềm.
Nếu một con sư tử mạnh mẽ, thì sư tử là xấu.
Nếu một con sư tử còn trẻ hoặc thông minh, thì sư tử hạnh phúc.
Sự thật:
Con sư tử có hình tròn và màu đỏ.
Những điều sau đây có thể được xác định về sư tử:”, Sư tử tốt.
“Nếu Alice có màu xanh, thì Alice nóng bỏng.
Nếu Alice buồn và yếu đuối, thì Alice có màu tím.
Nếu Alice có màu đỏ và tròn, thì Alice nhỏ.
Nếu Alice chậm và già, thì Alice có màu xanh lá cây.
Nếu Alice mạnh mẽ và nhanh nhẹn, thì Alice rất lớn.
Sự thật:
Alice mạnh mẽ và nhanh nhẹn.
Những điều sau đây có thể được xác định về Alice:”, Alice rất lớn.
“Nếu Alice lớn, thì Alice là người xấu.
Nếu Alice xinh đẹp, thì Alice là màu xanh lá cây.
Nếu Alice nóng hoặc sạch, thì Alice có màu tím.
Nếu Alice tốt hay đáng sợ, thì Alice yếu đuối.
Nếu Alice chậm, thì Alice hạnh phúc.
Sự thật:
Alice mềm mại và nóng bỏng.
Những điều sau đây có thể được xác định về Alice:”, Alice có màu tím.
“Nếu Frank mạnh, Frank sẽ chậm chạp.
Nếu Frank nhanh, thì Frank rất đẹp.
Nếu Frank là màu đỏ, thì Frank là xấu.
Nếu Frank là màu xanh lá cây, thì Frank buồn.
Nếu Frank còn trẻ, thì Frank tròn trịa.
Sự thật:
Frank tròn trịa và thông minh.
Những điều sau đây có thể được xác định về Frank:”, Không có gì.
“Nếu Dan mềm yếu hay chậm, thì Dan thật nhàm chán.
Nếu Dan nóng, thì Dan yếu.
Nếu Dan tốt hay mạnh, thì Dan là lớn.
Nếu Dan lạnh hoặc tím, thì Dan còn trẻ.
Nếu Dan đỏ và hạnh phúc, thì Dan thông minh.
Sự thật:
Dan nóng bỏng và trẻ trung.
Những điều sau đây có thể được xác định về Dan:”, Dan yếu.
“Nếu một cây anh túc nóng, thì cây anh túc là tốt.
Nếu một cây anh túc đã già, thì cây anh túc rất đẹp.
Nếu một cây anh túc thông minh hoặc mềm mại, thì cây anh túc rất mạnh.
Nếu một cây anh túc hạnh phúc, thì cây anh túc có màu đỏ.
Nếu một cây anh túc lạnh, thì cây anh túc có màu xanh.
Sự thật:
Cây anh túc trẻ và già.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc rất đẹp.
“Nếu một bông hồng chậm, thì hoa hồng mềm mại.
Nếu một bông hồng còn trẻ, thì hoa hồng có màu đỏ.
Nếu một bông hồng hạnh phúc, thì hoa hồng là đẹp.
Nếu một bông hồng nóng, thì hoa hồng có màu xanh.
Nếu một bông hồng nhàm chán, thì hoa hồng buồn.
Sự thật:
Hoa hồng còn trẻ và to.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu đỏ.
“Nếu một con nhím tròn, thì con nhím rất mạnh.
Nếu một con nhím nhàm chán, thì con nhím chậm.
Nếu một con nhím nóng, thì con nhím là tốt.
Nếu một con nhím có màu tím, thì con nhím đang hạnh phúc.
Nếu một con nhím mềm và to, thì con nhím còn nhỏ.
Sự thật:
Con nhím nóng và to.
Những điều sau đây có thể được xác định về con nhím:”, Con nhím tốt.
“Nếu Bob to lớn và nóng bỏng, thì Bob là tốt.
Nếu Bob có màu xanh và sạch sẽ, thì Bob có màu đỏ.
Nếu Bob xinh đẹp và màu tím, thì Bob yếu đuối.
Nếu Bob buồn, thì Bob thông minh.
Nếu Bob là màu xanh lá cây, thì Bob nhàm chán.
Sự thật:
Bob đẹp và buồn.
Những điều sau đây có thể được xác định về Bob:”, Bob rất thông minh.
“Nếu một con mèo sạch sẽ, thì con mèo còn nhỏ.
Nếu một con mèo nhỏ, thì con mèo có màu đỏ.
Nếu một con mèo thông minh, thì con mèo thật đáng sợ.
Nếu một con mèo buồn hoặc tròn, thì con mèo đã già.
Nếu một con mèo đẹp, thì con mèo lớn.
Sự thật:
Con mèo sạch sẽ và đỏ.
Những điều sau đây có thể được xác định về con mèo:”, Con mèo còn nhỏ.
“Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương đã già.
Nếu một bông hoa hướng dương là tốt, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương có màu đỏ.
Nếu một bông hoa hướng dương to và nóng, thì hoa hướng dương thật nhàm chán.
Sự thật:
Hoa hướng dương nóng và tím.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật đáng sợ.
“Nếu một con gấu xấu, thì con gấu có màu tím.
Nếu một con gấu sạch sẽ, thì con gấu tròn.
Nếu một con gấu đã già, thì con gấu mạnh mẽ.
Nếu một con gấu nóng, thì con gấu rất đẹp.
Nếu một con gấu thông minh và chậm chạp, thì con gấu có màu xanh.
Sự thật:
Con gấu sạch sẽ và đỏ.
Những điều sau đây có thể được xác định về con gấu:”, Con gấu tròn.
“Nếu một bông hồng tròn, thì hoa hồng nhỏ.
Nếu một bông hồng có màu xanh lá cây, thì hoa hồng sạch sẽ.
Nếu một bông hồng thông minh, thì hoa hồng buồn.
Nếu một bông hồng hạnh phúc và trẻ trung, thì hoa hồng lớn.
Nếu một bông hồng mạnh mẽ, thì hoa hồng là nhàm chán.
Sự thật:
Hoa hồng mềm và tốt.
Những điều sau đây có thể được xác định về hoa hồng:”, Không có gì.
“Nếu một con hươu cao cổ có màu xanh và sạch sẽ, thì hươu cao cổ nóng.
Nếu một con hươu cao cổ tròn, thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ đã già, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ còn trẻ.
Nếu một con hươu cao cổ buồn và yếu đuối, thì hươu cao cổ mềm mại.
Sự thật:
Con hươu cao cổ tốt và to.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Không có gì.
“Nếu một bông hồng có màu xanh hoặc nhàm chán, thì hoa hồng đã già.
Nếu một bông hồng nóng, thì hoa hồng hạnh phúc.
Nếu một bông hồng đẹp, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng lớn hoặc tốt, thì hoa hồng tròn.
Nếu một bông hồng mềm hoặc nhỏ, thì hoa hồng chậm.
Sự thật:
Hoa hồng rất đẹp và to.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu xanh và tròn.
“Nếu một cây bồ công anh có màu tím, thì bồ công anh rất thông minh.
Nếu bồ công anh nóng hoặc nhỏ, thì bồ công anh rất mạnh.
Nếu bồ công anh sạch, thì bồ công anh mềm.
Nếu bồ công anh chậm hoặc đáng sợ, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh già và to, thì bồ công anh còn trẻ.
Sự thật:
Bồ công anh buồn và nóng.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh rất mạnh.
“Nếu một con chuột già hoặc mềm, thì chuột nóng.
Nếu một con chuột lớn, thì con chuột tròn.
Nếu một con chuột có màu xanh lá cây, thì con chuột rất đẹp.
Nếu một con chuột nhàm chán hoặc nhanh, thì chuột có màu xanh.
Nếu một con chuột xấu và nhỏ, thì chuột còn trẻ.
Sự thật:
Con chuột lớn và xấu.
Những điều sau đây có thể được xác định về con chuột:”, Con chuột tròn.
“Nếu một cây bồ công anh tròn, thì bồ công anh rất mạnh.
Nếu một cây bồ công anh già hay trẻ, thì bồ công anh thật đáng sợ.
Nếu bồ công anh lạnh, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh có màu xanh lá cây và yếu, thì bồ công anh rất nhanh.
Nếu một cây bồ công anh hạnh phúc hoặc đỏ, thì bồ công anh sạch sẽ.
Sự thật:
Bồ công anh còn non và xanh.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh thật đáng sợ.
“Nếu một bông hoa hướng dương nhanh hay hạnh phúc, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương sạch hoặc lạnh, thì hoa hướng dương sẽ nhàm chán.
Nếu một bông hoa hướng dương buồn hoặc yếu, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương khỏe và trẻ, thì hoa hướng dương lớn.
Nếu một bông hoa hướng dương là tốt, thì hoa hướng dương có màu xanh lá cây.
Sự thật:
Hoa hướng dương thật đáng sợ và buồn bã.
Những điều sau đây có thể được xác định về hướng dương:”, Hướng dương có màu tím.
“Nếu một cây anh túc vui hay buồn, thì cây anh túc nóng.
Nếu một cây anh túc lớn, thì cây anh túc rất nhanh.
Nếu một cây anh túc chậm, thì cây anh túc còn trẻ.
Nếu một cây anh túc có màu đỏ hoặc nhỏ, thì cây anh túc sạch sẽ.
Nếu một cây anh túc đẹp hoặc mạnh mẽ, thì cây anh túc là thông minh.
Sự thật:
Cây anh túc chậm và sạch sẽ.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc còn non.
“Nếu Alice có màu xanh lá cây, thì Alice buồn.
Nếu Alice hạnh phúc, thì Alice có màu tím.
Nếu Alice đỏ, thì Alice đã già.
Nếu Alice mềm hay xấu, thì Alice tròn trịa.
Nếu Alice chậm, thì Alice mạnh mẽ.
Sự thật:
Alice già và buồn.
Những điều sau đây có thể được xác định về Alice:”, Không có gì.
“Nếu một cây bồ công anh buồn, thì bồ công anh tròn.
Nếu một cây bồ công anh đáng sợ, thì bồ công anh nhỏ.
Nếu một cây bồ công anh già và xấu, thì bồ công anh có màu tím.
Nếu bồ công anh mềm, thì bồ công anh là tốt.
