question, target
Nếu Dan có màu xanh lá cây hoặc mềm mại, thì Dan là tốt.
Nếu Dan yếu, thì Dan là xấu.
Sự thật:,
Dan lạnh và tím.,
Những điều sau đây có thể được xác định về Dan:”, Dan rất nhanh.
“Nếu một con hổ nhỏ, thì con hổ thật đáng sợ.
Nếu một con hổ chậm chạp hoặc thông minh, thì con hổ có màu đỏ.
Nếu một con hổ nóng hoặc tròn, thì con hổ là nhàm chán.
Nếu một con hổ đẹp, thì con hổ có màu xanh lá cây.
Nếu một con hổ lạnh và nhanh, thì con hổ rất mạnh.
Sự thật:,
Con hổ đáng sợ và hạnh phúc.,
Những điều sau đây có thể được xác định về con hổ:”, Không có gì.
“Nếu một cây anh túc nóng, thì cây anh túc mềm.
Nếu một cây anh túc đã cũ, thì cây anh túc thật nhàm chán.
Nếu một cây anh túc lạnh, thì cây anh túc sạch sẽ.
Nếu một cây anh túc có màu đỏ hoặc xanh lá cây, thì cây anh túc rất đáng sợ.
Nếu một cây anh túc xấu, thì cây anh túc lớn.
Sự thật:,
Cây anh túc có màu đỏ và lạnh.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc sạch sẽ và đáng sợ.
“Nếu Alice nhàm chán, thì Alice có màu xanh.
Nếu Alice có màu đỏ và xanh lá cây, thì Alice hạnh phúc.
Nếu Alice thông minh và trẻ trung, thì Alice rất nóng bỏng.
Nếu Alice tròn trịa và buồn bã, thì Alice mềm yếu.
Nếu Alice yếu, thì Alice lớn.
Sự thật:,
Alice yếu đuối và yếu đuối.,
Những điều sau đây có thể được xác định về Alice:”, Alice rất lớn.
“Nếu một con bò nhanh, thì con bò yếu.
Nếu một con bò xanh hoặc già, thì con bò là tốt.
Nếu một con bò mềm, thì con bò thật đáng sợ.
Nếu một con bò còn nhỏ, thì con bò chậm.
Nếu một con bò tròn, thì con bò lớn.
Sự thật:,
Con bò già và đáng sợ.,
Những điều sau đây có thể được xác định về con bò:”, Con bò tốt.
“Nếu một con hà mã lạnh hoặc tròn, thì hà mã buồn.
Nếu một con hà mã nhanh và nóng, thì hà mã đang hạnh phúc.
Nếu một con hà mã nhàm chán và thông minh, thì hà mã có màu đỏ.
Nếu một con hà mã chậm, thì hà mã mạnh mẽ.
Nếu một con hà mã đáng sợ và có màu tím, thì hà mã rất đẹp.
Sự thật:,
Hà mã chậm và xấu.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã mạnh mẽ.
“Nếu một bông hoa hướng dương xấu và có màu xanh lam, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương nhanh, thì hoa hướng dương lớn.
Nếu một bông hoa hướng dương sạch sẽ hoặc đáng sợ, thì hoa hướng dương là tốt.
Nếu một bông hoa hướng dương còn non, thì hoa hướng dương nóng.
Nếu một bông hoa hướng dương đã già, thì hoa hướng dương mềm.
Sự thật:,
Hoa hướng dương nhanh và lạnh.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương lớn.
“Nếu Dan lạnh và nóng, thì Dan rất lớn.
Nếu Dan nhỏ bé và nhàm chán, thì Dan đáng sợ.
Nếu Dan có màu tím hoặc mạnh, thì Dan chậm.
Nếu Dan có màu xanh và mềm mại, thì Dan buồn.
Nếu Dan có màu đỏ hoặc xanh lá cây, thì Dan còn trẻ.
Sự thật:,
Dan mạnh mẽ và mềm mại.,
Những điều sau đây có thể được xác định về Dan:”, Dan chậm.
“Nếu Frank còn trẻ, Frank rất lớn.
Nếu Frank yếu, thì Frank mạnh.
Nếu Frank có màu xanh hoặc xấu, thì Frank thật nhàm chán.
Nếu Frank già, thì Frank tròn.
Nếu Frank hạnh phúc, thì Frank là tốt.
Sự thật:,
Frank đã già và tốt.,
Những điều sau đây có thể được xác định về Frank:”, Frank tròn.
“Nếu Carol chậm chạp, thì Carol thật đáng sợ.
Nếu Carol mạnh mẽ và nhỏ bé, thì Carol lớn.
Nếu Carol xinh đẹp, thì Carol là xấu.
Nếu Carol yếu đuối hoặc nhàm chán, thì Carol tròn trịa.
Nếu Carol lạnh, thì Carol còn trẻ.
Sự thật:,
Carol sạch sẽ và lạnh lẽo.,
Những điều sau đây có thể được xác định về Carol:”, Carol còn trẻ.
“Nếu Alice tròn, thì Alice đã già.
Nếu Alice nóng hoặc trẻ, thì Alice có màu đỏ.
Nếu Alice lạnh, thì Alice lớn.
Nếu Alice nhanh, thì Alice thật xinh đẹp.
Nếu Alice buồn hay mềm yếu, thì Alice yếu đuối.
Sự thật:,
Alice buồn và tròn trịa.,
Những điều sau đây có thể được xác định về Alice:”, Alice già và yếu.
“Nếu một bông hồng thông minh, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng xấu hoặc lạnh, thì hoa hồng tròn.
Nếu một bông hồng tốt và yếu, thì hoa hồng chậm.
Nếu một bông hồng sạch, thì hoa hồng rất đẹp.
Nếu một bông hồng còn trẻ, thì hoa hồng mạnh mẽ.
Sự thật:,
Hoa hồng nhanh và xấu.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng tròn.
“Nếu Dan có màu xanh lá cây hoặc chậm chạp, thì Dan thật đáng sợ.
Nếu Dan buồn, thì Dan nhàm chán.
Nếu Dan tròn, thì Dan là tốt.
Nếu Dan nóng hoặc mạnh, thì Dan có màu tím.
Nếu Dan xấu, thì Dan nhỏ.
Sự thật:,
Dan tròn và nhỏ.,
Những điều sau đây có thể được xác định về Dan:”, Dan là tốt.
“Nếu một cái cây mềm hoặc đáng sợ, thì cây đó có màu xanh.
Nếu một cây nhàm chán, thì cây có màu tím.
Nếu một cây hạnh phúc hoặc lạnh, thì cây lớn.
Nếu cây có màu đỏ hoặc nóng, thì cây thông minh.
Nếu một cây nhỏ, thì cây sạch sẽ.
Sự thật:,
Cây có màu xanh và nhỏ.,
Những điều sau đây có thể được xác định về cây:”, Cây sạch sẽ.
“Nếu Dan lạnh hoặc xanh, thì Dan có màu tím.
Nếu Dan tốt, thì Dan là xấu.
Nếu Dan nóng bỏng, thì Dan còn trẻ.
Nếu Dan nhỏ hoặc màu xanh lá cây, thì Dan tròn.
Nếu Dan hạnh phúc, thì Dan là màu đỏ.
Sự thật:,
Dan hạnh phúc và trẻ trung.,
Những điều sau đây có thể được xác định về Dan:”, Dan có màu đỏ.
“Nếu một bông hồng trẻ và xanh, thì hoa hồng thật đẹp.
Nếu một bông hồng hạnh phúc hoặc màu tím, thì hoa hồng tròn.
Nếu một bông hồng buồn và sạch sẽ, thì hoa hồng là thông minh.
Nếu một bông hồng mạnh hoặc lạnh, thì hoa hồng có màu đỏ.
Nếu một bông hồng yếu và xấu, thì hoa hồng nhanh.
Sự thật:,
Hoa hồng có màu xanh và lạnh.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu đỏ.
“Nếu một cây bồ công anh sạch hoặc trẻ, thì bồ công anh rất đẹp.
Nếu bồ công anh có màu đỏ, thì bồ công anh chậm.
Nếu một cây bồ công anh có màu tím, thì bồ công anh đã già.
Nếu bồ công anh nhanh, thì bồ công anh thật đáng sợ.
Nếu bồ công anh mạnh, thì bồ công anh mềm.
Sự thật:,
Bồ công anh đẹp và cũ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Không có gì.
“Nếu một con gấu lạnh, thì con gấu tròn.
Nếu một con gấu sạch sẽ, thì con gấu hạnh phúc.
Nếu một con gấu có màu xanh, thì con gấu là thông minh.
Nếu một con gấu có màu xanh lá cây hoặc trẻ, thì con gấu buồn.
Nếu một con gấu nóng, thì con gấu có màu đỏ.
Sự thật:,
Con gấu nóng bỏng và thông minh.,
Những điều sau đây có thể được xác định về con gấu:”, Con gấu màu đỏ.
“Nếu một con sóc thông minh, thì con sóc nhỏ.
Nếu một con sóc nhanh, thì con sóc có màu xanh lá cây.
Nếu một con sóc chậm, thì con sóc rất đáng sợ.
Nếu một con sóc già và xấu, thì con sóc rất mạnh.
Nếu một con sóc tròn, thì con sóc là nhàm chán.
Sự thật:,
Con sóc đáng sợ và có màu xanh.,
Những điều sau đây có thể được xác định về con sóc:”, Không có gì.
“Nếu một con gấu buồn, thì con gấu thật đáng sợ.
Nếu một con gấu nóng, thì con gấu có màu xanh.
Nếu một con gấu chậm và đẹp, thì con gấu rất nhanh.
Nếu một con gấu mềm, thì con gấu là tốt.
Nếu một con gấu có màu tím hoặc nhàm chán, thì con gấu yếu.
Sự thật:,
Con gấu nóng và xanh.,
Những điều sau đây có thể được xác định về con gấu:”, Không có gì.
“Nếu một con hươu cao cổ nhàm chán, thì hươu cao cổ là tốt.
Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ rất nhanh.
Nếu một con hươu cao cổ mạnh mẽ và xinh đẹp, thì hươu cao cổ đang hạnh phúc.
Nếu một con hươu cao cổ còn trẻ, thì hươu cao cổ có màu đỏ.
Nếu một con hươu cao cổ yếu và nhỏ, thì hươu cao cổ lớn.
Sự thật:,
Con hươu cao cổ xấu và trẻ.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ có màu đỏ.
“Nếu một con gấu trúc có màu xanh, thì gấu trúc có màu xanh lá cây.
Nếu một con gấu trúc nhỏ hoặc yếu, thì gấu trúc thật nhàm chán.
Nếu một con gấu trúc có màu tím và thông minh, thì gấu trúc còn trẻ.
Nếu một con gấu trúc lớn, thì gấu trúc mềm.
Nếu một con gấu trúc tốt và nóng, thì gấu trúc buồn.
Sự thật:,
Gấu trúc nhỏ và lạnh.,
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc thật nhàm chán.
“Nếu một con mèo có màu xanh, thì con mèo hạnh phúc.
Nếu một con mèo đẹp, thì con mèo có màu đỏ.
Nếu một con mèo buồn và xanh, thì con mèo nóng.
Nếu một con mèo xấu, thì con mèo đã già.
Nếu một con mèo lớn, thì con mèo thật đáng sợ.
Sự thật:,
Con mèo sạch sẽ và to lớn.,
Những điều sau đây có thể được xác định về con mèo:”, Con mèo thật đáng sợ.
“Nếu một con sóc đáng sợ, thì con sóc nhỏ.
Nếu một con sóc có màu tím hoặc xanh, thì con sóc là nhàm chán.
Nếu một con sóc có màu đỏ, thì con sóc lớn.
Nếu một con sóc có màu xanh lá cây hoặc buồn, thì con sóc rất vui.
Nếu một con sóc tròn, thì con sóc sạch sẽ.
Sự thật:,
Con sóc sạch sẽ và có màu xanh.,
Những điều sau đây có thể được xác định về con sóc:”, Con sóc thật nhàm chán.
“Nếu Erin nóng, thì Erin lạnh.
Nếu Erin xanh và đáng sợ, thì Erin thật tệ.
Nếu Erin nhanh hay sạch, thì Erin rất thông minh.
Nếu Erin tốt hay mạnh, thì Erin có màu tím.
Nếu Erin chậm hoặc yếu, thì Erin lớn.
Sự thật:,
Erin nóng và xanh.,
Những điều sau đây có thể được xác định về Erin:”, Erin lạnh lùng.
“Nếu Dan tốt, thì Dan thật đáng sợ.
Nếu Dan nóng và buồn, thì Dan rất nhanh.
Nếu Dan xấu, thì Dan sạch sẽ.
Nếu Dan già, thì Dan mềm.
Nếu Dan nhỏ, thì Dan hạnh phúc.
Sự thật:,
Dan xấu và tốt.,
Những điều sau đây có thể được xác định về Dan:”, Dan đáng sợ và sạch sẽ.
“Nếu Bob nhàm chán, thì Bob có màu tím.
Nếu Bob có màu xanh lá cây hoặc nhanh, thì Bob mềm.
Nếu Bob yếu đuối và xinh đẹp, thì Bob còn trẻ.
Nếu Bob nhỏ bé và buồn bã, thì Bob đã già.
Nếu Bob tròn, thì Bob hạnh phúc.
Sự thật:,
Bob còn trẻ và nhanh nhẹn.,
Những điều sau đây có thể được xác định về Bob:”, Bob mềm yếu.
“Nếu một bông hoa hướng dương đẹp, thì hoa hướng dương là xấu.
Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương nhàm chán và cũ kỹ, thì hoa hướng dương là thông minh.
Nếu một bông hoa hướng dương mềm, thì hoa hướng dương có màu xanh lá cây.
Sự thật:,
Hoa hướng dương mềm và trẻ.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương có màu xanh lục.
“Nếu một con mèo đáng sợ hoặc chậm chạp, thì con mèo là tốt.
Nếu một con mèo còn nhỏ, thì con mèo rất nhanh.
Nếu một con mèo mạnh mẽ, thì con mèo có màu đỏ.
Nếu một con mèo mềm và lạnh, thì con mèo thông minh.
Nếu một con mèo yếu và màu xanh lá cây, thì con mèo có màu tím.
Sự thật:,
Con mèo có màu xanh lá cây và đáng sợ.,
Những điều sau đây có thể được xác định về con mèo:”, Con mèo tốt.
“Nếu Alice to hoặc xanh, thì Alice nóng bỏng.
Nếu Alice sạch sẽ hoặc mềm mại, thì Alice rất nhanh.
Nếu Alice tròn hoặc xanh, thì Alice buồn.
Nếu Alice yếu hay già, thì Alice còn trẻ.
Nếu Alice đáng sợ, thì Alice nhỏ bé.
Sự thật:,
Alice già và nhỏ.,
Những điều sau đây có thể được xác định về Alice:”, Alice còn trẻ.
“Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương yếu, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương xấu và tốt, thì hoa hướng dương có màu xanh.
Nếu một bông hoa hướng dương lớn và nhỏ, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương thông minh hoặc tròn, thì hoa hướng dương rất đẹp.
Sự thật:,
Hoa hướng dương lớn và nhỏ.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương buồn.
“Nếu một cái cây nhàm chán, thì cái cây đó thật đáng sợ.
Nếu một cái cây buồn, thì cây nóng.
Nếu một cây nhanh hoặc màu tím, thì cây rất đẹp.
Nếu một cây chậm, thì cây yếu.
Nếu một cái cây lạnh, thì cây hạnh phúc.
Sự thật:,
Cây chậm và nóng.,
Những điều sau đây có thể được xác định về cây:”, Cây yếu.
“Nếu một cái cây nhỏ và chậm chạp, thì cây buồn.
Nếu một cái cây hạnh phúc, thì cây tròn.
Nếu một cây già, thì cây xấu.
Nếu một cây nhanh và tốt, thì cây lớn.
Nếu cây nóng, thì cây có màu đỏ.
