source, target
Quy tắc: Y Z = + | Y = + Z | + = Z Y Y | Z Y + = | Kết quả: + = rắn hổ mang kiwi dâu tây, + = Z Y Y
Quy tắc: Z = - + X | X - = X Z + | = X + - Z | - Z X + = | Kết quả: lê đào - = dưa hấu lê đào +, X - = X Z +
Quy tắc: = * Z X - | = - Z * X X | - Z * = X | - X * Z = | Kết quả: = - táo * nho, = - Z * X X
Quy tắc: = Y Z + * | Z = * + Y | + = * Y Z | = Y * Z + | Kết quả: = cá voi cò * cò +, = Y * Z +
Quy tắc: * Z + X | + Z * X | Z * X + | Z X * + | Kết quả: * rắn hổ mang việt quất + nho, * Z + X
Quy tắc: * Z X Z * = | * = * X Z | X Z * * = | = * Z X * | Kết quả: * dưa hấu ngựa vằn dưa hấu * =, * Z X Z * =
Quy tắc: = Y Z + - | - + Y = Z | + Z = Y - | - Y + = Z | Kết quả: - + ngựa = cá voi, - + Y = Z
Quy tắc: X Y + - | Y + X - | Y X + - | + Y X - Y | Kết quả: + cò cá mập - cá mập, + Y X - Y
Quy tắc: Z - - X | Z - - X | - Z X - | - X Z - | Kết quả: - đào dâu đen -, - Z X -
Quy tắc: Z X + + * | Z + Z * X + | Z + X * + | * + + X Z | Kết quả: chim cánh cụt lê + chim cánh cụt lê * chuối trâu +, Z + Z * X +
Quy tắc: - + X | X - X + | X - + | - X + | Kết quả: chuột cò - chuột cò +, X - X +
Quy tắc: X Y = * + | Y = X * + | Y X + = * | * = X + Y | Kết quả: cá mập chuối dưa hấu cò = * +, X Y = * +
Quy tắc: Y + Z * = | Y = + Z * Y | Z * Y = + | Y + = * Z | Kết quả: ngựa = + con dấu * ngựa, Y = + Z * Y
Quy tắc: Z * = X | Z * X = | = * Z X | Z = * X | Kết quả: con dấu chim cánh cụt * sư tử =, Z * X =
Quy tắc: - Z = X | Z X - = | X Z = - | Z = X - | Kết quả: trâu = hải cẩu ngựa vằn -, Z = X -
Quy tắc: Y Z + * | * Y + Z | * + Z Y | + Y * Y Z | Kết quả: + nho dâu tây * nho dâu tây ngựa vằn, + Y * Y Z
Quy tắc: * * Z X | Z X * * | * * X Z X | X * Z * | Kết quả: * lê dâu tây sư tử trâu lê dâu tây, * * X Z X
Quy tắc: * * X | * X * | X * * | * X * X | Kết quả: * lê * lê, * X * X
Quy tắc: * * Z X | X * * Z Z | * * X Z | * * Z X | Kết quả: lê blackberry * * chim cánh cụt, X * * Z Z
Quy tắc: - Z - Y | Z - - Y | - Y Z - | - - Z Y | Kết quả: kiwi dưa hấu - - rắn hổ mang đào, Z - - Y
Quy tắc: Z Y X + * | Y X Z * + | X Z Y * + | + X * Y Z | Kết quả: + sư tử cá voi * cá voi đen, + X * Y Z
Quy tắc: Z + + = Y | = + + Z Y | + Y Y Z + = | = Z Y + + | Kết quả: + nho dâu đen nho dâu đen + =, + Y Y Z + =
Quy tắc: - + - X Z | - Z - X + | Z + X - Z - | Z + - X - | Kết quả: đại bàng + dưa hấu việt quất - đại bàng -, Z + X - Z -
Quy tắc: Y + = * Y | = Y + * | = Y + * | * + = Y | Kết quả: con dấu lê + = * con dấu lê, Y + = * Y
Quy tắc: X Y + + | X Y + + | + Y + | X + + Y | Kết quả: táo ngựa + +, X Y + +
Quy tắc: = + X X Y | Y + X = | = X Y + | = X Y + | Kết quả: = + chuối chuối dâu dưa hấu, = + X X Y
Quy tắc: * - X = Z | = Z X X - * | = - X Z * | = - X Z * | Kết quả: = đại bàng trâu sư tử trâu sư tử trâu - *, = Z X X - *
Quy tắc: Z - - Y | Z - Y - | - Y Z | Z - - Y | Kết quả: chuột táo - - kiwi chuối, Z - - Y
Quy tắc: + Y Z + | Z + Y + | + + Z Y | + Y Z + | Kết quả: + + chuột chuối cò đào, + Z Y
Quy tắc: Y = * = Z | = * = Y Z | Z * Y = | Y Z = * = | Kết quả: = * = chuối ngựa đào, = * = Y Z
Quy tắc: * = Z Y | Y Z = * | = Y Z * | = Z * Y | Kết quả: con dấu nho cá mập = *, Y Z = *
Quy tắc: - X + Y | X - Y + | + Y X - | X - + Y | Kết quả: + con dấu cò lê -, + Y X X -
Quy tắc: X * Z - - | - - Z * X | - X Z - X * | X - Z - * | Kết quả: - đào trâu - trâu *, - X Z - X *
Quy tắc: Z - X * + | + * Z - X X | - Z + * X | - Z X * + | Kết quả: + * dưa hấu đại bàng - hải cẩu dâu tây hải cẩu, + * Z - X X
Quy tắc: = * X = Z | = X Z * = | * X Z = = | Z = X * | Kết quả: = * đào kiwi = cò, = * X = Z
Quy tắc: X Z = = = | = X Z = Z = | = Z X = | = Z = X | Kết quả: = dưa hấu dưa hấu chuối trâu = trâu chuối =, = X Z = Z =
Quy tắc: * Y * Z X | X Y Z * * | X * * Z Y | Z X * * Y | Kết quả: chuột nho dâu tây chuối việt quất * *, X Y Z * *
Quy tắc: - Z = Y | - = Z Y | - Z = Y | = Z Y - | Kết quả: - chuối = đào trâu, - Z = Y
Quy tắc: + = X Y - Z | = - Z X + Y | + X - Z Y = | - = Y + Z X | Kết quả: + = cá mập lê hải cẩu - nho kiwi, + = X Y - Z
Quy tắc: X = Z * | * Z X = | X = Z Z * | Z * X = | Kết quả: dâu tây = dưa hấu trâu dưa hấu trâu trâu *, X = Z Z *
Quy tắc: + = + Z | = Z + | Z + | Z + = | Z = + + | Kết quả: blackberry + blackberry + =, Z + Z + =
Quy tắc: Z = Y - * | - Y Z = * | Y = * - Z | Y * - Y = Z | Kết quả: rắn hổ mang * - rắn hổ mang = ngựa vằn chuối, Y * - Y = Z
Quy tắc: X * = Z X | X Z * = | X Z * = | * X Z = | Kết quả: chuột * = chuột chim cánh cụt, X * = Z X
Quy tắc: = Z - Y | = - Z Y | Z - Y = Y | - = Z Y | Kết quả: hải cẩu - ngựa vằn cá voi = ngựa vằn cá voi, Z - Y = Y
Quy tắc: + X Y * | X * Y + | Y X * + | X * Y X + | Kết quả: dâu tây * chuột dâu +, X * Y X +
Quy tắc: Y * = - | Y Y = Y - * | - * Y = | = Y - * | Kết quả: con dấu chuột niêm phong chuột = con dấu chuột - *, Y Y = Y - *
Quy tắc: X * + Y * | X * Y * + | * * Y + X | * Y X + * | Kết quả: * cá mập kiwi nho + *, * Y X + *
Quy tắc: Z * Y = | Y * Z = | * = Z Y | Y * Z = | Kết quả: * = dâu tây cò đào táo, * = Z Y
Quy tắc: = X Z + | = Z + X | + = Z X | X + = Z | Kết quả: = táo chim cánh cụt trâu táo +, = X Z +
Quy tắc: = = * Y | = * = Y | = * Y = | Y Y * = = | Kết quả: ngựa ngựa * =, Y Y * = =
Quy tắc: X + Z * | + X * Z | + * X Z | Z * X + | Kết quả: ngựa táo + ngựa vằn *, X + Z *
Quy tắc: - Z Y + + | Z Y + - | + Z Z Y + - | Z + - Y | Kết quả: + cá mập ngựa đại bàng + -, + Z Z Y + -
Quy tắc: + X - + Z | + + X Z - | Z + X - + | X - + X Z + | Kết quả: chuột đại bàng - + trâu chuột đại bàng +, X - + X Z +
Quy tắc: = Y Z X = * | * Z = X = Y | = Y X Z * | X = * Y Z = | Kết quả: = = ngựa vằn rắn hổ mang rắn hổ mang lê việt quất *, = Y X Z *
Quy tắc: - - Z Y X | Z Y - X - | - Z Y X - | Z X - - Y | Kết quả: - trâu chim cánh cụt trâu trâu -, - Z Y X -
Quy tắc: - Y Z = | Y Z - = | Y = Z - | Z Y - = | Kết quả: nho = nho -, Y = Z -
Quy tắc: X - Y - | X Y - - | - X - Y X | Kết quả: - cá mập kiwi - cá mập kiwi - cá mập kiwi chuối, - X - Y X
Quy tắc: Z X - X = | = Z X - | X = - Z | = Z X - | Kết quả: dâu trâu ngựa - ngựa =, Z X - X =
Quy tắc: * Z X * | Z * X * | X * Z * | * * X Z | Kết quả: * chuối chuối trâu *, * Z X *
Quy tắc: Y - Z = | Y - = Z | = Z | - = Y Z | Kết quả: chuối nho - lê =, Y - Z =
Quy tắc: X Y = + | + = X Y | Y = + X | X = + Y | Kết quả: cá mập = + ngựa vằn blackberry, Y = + X
Quy tắc: * Y = Y Z + | Z + * Y = | * Y + Z = | * = Y + Z | Kết quả: * rắn hổ mang = rắn hổ mang blackberry +, * Y = Y Z +
Quy tắc: Z = Y = * | Y = Z = Y * | = Z Y * = | * = Y Z | Kết quả: cá voi = trâu dâu = cá voi *, Y = Z = Y *
Quy tắc: Z - - | Z - - | Z - Z | Z - - | Kết quả: sư tử - - sư tử, Z - - Z
Quy tắc: - X Y * = | = - * X Y | Y - * X = | - Y = * X | Kết quả: - ngựa vằn đào dâu đen * =, - X Y * =
Quy tắc: = Y X - = | Y X = - = | = X - Y = | Y - Y X = | Kết quả: nho - đại bàng nho dưa hấu = =, Y - Y X = =
Quy tắc: + = Y | + Y = | = Y + | = Y + | Kết quả: = dưa hấu táo dưa hấu táo +, = Y Y +
Quy tắc: X Y * Z * = | X * Z = * Y | * Z Y X * = | * * X Z Y = | Kết quả: blackberry kiwi * con dấu trâu * =, X Y * Z * =
Quy tắc: = X Y = + | Y Y + = X = | Y = + X = | Y = + = X | Kết quả: cá mập cá mập + = cò =, Y Y + = X =
Quy tắc: = - Y + X | Y - X + = | X X = Y + - | X + Y = - | Kết quả: cá mập dưa hấu dưa hấu dưa hấu = chuột + -, X X = Y + -
Quy tắc: + X + + | + X + | + + + X X | + X + | Kết quả: + + + việt quất việt quất, + + + X X
Quy tắc: Z + - | - Z + | Z Z + - Z | Z - + | Kết quả: lê lê + - lê, Z Z + - Z
Quy tắc: X + X + | X + | + + | + X | X + + | Kết quả: blackberry + blackberry +, X + X +
Quy tắc: Y + Z + X | Z X + Y + | Z X + Y | + X Y + Z | Kết quả: chuối ngựa+chuối cá voi + sư tử đại bàng, Y + Z + X
Quy tắc: * + Z X | Z X + * | Z + * X | * + X Z | Kết quả: * + đại bàng kiwi, * + Z X
Quy tắc: * Y X = | = Y * X | X Y * = | * = X Y | Kết quả: * rắn hổ mang kiwi ngựa =, * Y X =
Quy tắc: - Z - * Y | * - - Y Z | Y * - Z Z - | Z - Y - * | Kết quả: quả việt quất * - sư tử sư tử -, Y * - Z Z -
Quy tắc: * X X * | X * * | * * X | * * X | Kết quả: * đại bàng dưa hấu đại bàng dưa hấu *, * X X *
Quy tắc: - Y Z + | - Z Y + | Y + Z - | Z Y - + | Kết quả: cá mập nho + con dấu rắn hổ mang -, Y + Z -
Quy tắc: Z X - - | - X - Z | - Z X | - X X Z - | Kết quả: - cá mập ngựa cá mập đại bàng ngựa -, - X X Z -
Quy tắc: Y = * * | * = * Y | = * Y * | * = * Y Y | Kết quả: * = * chuột blackberry blackberry blackberry, * = * Y Y
Quy tắc: X * * | * * X | * X X | * * X | Kết quả: * blackberry blackberry * blackberry, * X X * X
Quy tắc: Y Z = * | = Z * Y | Y * Z = | = Z Y * | Kết quả: con dấu * lê =, Y * Z =
Quy tắc: Y * + = X | X Y + = * | Y X = * + | * Y + = X | Kết quả: con dấu dâu tây kiwi = * +, Y X = * +
Quy tắc: - X + + Y | + Y + X - | Y - + X | X Y Y + - + | Kết quả: chuối đào cá mập blackberry shark blackberry + - +, X Y Y + - +
Quy tắc: Y - = Z | - Y Z = | Y Z - = | - Y Z = | Kết quả: ngựa vằn đại bàng việt quất - =, Y Z - =
Quy tắc: * Y - X | - X * Y X | * - X Y | Y X * - | Kết quả: - dâu tây * dâu tây dưa hấu, - X * Y X
Quy tắc: - X Z = * | - * Z X = | * = - X Z | = * Z X - | Kết quả: = * cò chim cánh cụt -, = * Z X -
Quy tắc: Y * - Z X * | Z - * X * Y | * X Y - * Z | Z - * X Y * | Kết quả: lê - * lê * cò chuột, Z - * X * Y
Quy tắc: = X Y - | X Y - = | - = X Y | - X = Y | Kết quả: chuối sư tử lê đào - =, X Y - =
Quy tắc: * - Z * Y | * Y Z - | Z - Y * * | * - Z * Y | Kết quả: * * lê cá mập táo -, * * Y Z -
Quy tắc: * - - Z | * Z - - | - Z * - | - Z Z * | Kết quả: - - blackberry *, - - Z Z *
Quy tắc: - - Y X - | - X - Y | X Y - - - | - X - - Y | Kết quả: - - kiwi việt quất -, - - Y X -
Quy tắc: - + = Y | + - Y Y = | - + = Y | = + Y - | Kết quả: + - kiwi kiwi =, + - Y Y =
Quy tắc: + Y * * Z | Z * + * Z Y | Z * Y * + | Y * * + Z | Kết quả: rắn hổ mang * + * rắn hổ mang việt quất, Z * + * Z Y
Quy tắc: * = Z Y X = | * = X Y Z | Z * = X Y | Z X = Y * = | Kết quả: * = hải cẩu dâu đen việt quất đen, * = X Y Z
Quy tắc: = X = + | = + X = | = X + = X | + = X | Kết quả: = kiwi + = kiwi, = X + = X
Quy tắc: Y * + X Z | Z + * Y X | Y X +* Z | * Y X Z + | Kết quả: sư tử việt quất rắn hổ mang trâu + * ngựa cá mập, Y X +* Z
Quy tắc: + X - Z = | + Z = - X | + Z = X - | X + = Z - | Kết quả: + ngựa vằn = đào -, + Z Z = X -
Quy tắc: + X = Z | X Z + = | X + Z = | + X = Z | Kết quả: rắn hổ mang trâu + rắn hổ mang =, X + Z =
Quy tắc: + X + = Z | X + Z + = | Z X + = | + + = X Z | Kết quả: + + = đào nho kiwi, + = X Z
Quy tắc: X + + | X + X + | X + | + X + | Kết quả: rắn hổ mang +, X + X +
Quy tắc: Y - - X * Z | Z * X Y - - | - * - X Z Y | X - - Z * Y | Kết quả: trâu - - cá voi lê * cá mập, X - - Z * Y
Quy tắc: - * X Y | - Y * X | X * - Y | - Y * X | Kết quả: - nho chuột * táo dâu, - Y * X
Quy tắc: = X Y = | = X Y = | X = Y = | Y X = | Kết quả: quả việt quất táo = dâu tây =, X = Y =
Quy tắc: + + Z Y | Z + Y + | Y + Z + | Y Z + | Kết quả: quả việt quất dâu đen + việt quất +, Y Z + Z +
Quy tắc: Z X = * = | = = X Z * | X * Z Z = = | X = Z * = | Kết quả: chuối lê * cá voi voi = =, X * Z Z = =
Quy tắc: * Y Z - | Y - Z * | - Z * Y | - * Y Z | Kết quả: * đào kiwi trâu -, * Y Z -
Quy tắc: = + Z Y | + Z = Y | = Z Y + | Z = + Y | Kết quả: chim cánh cụt việt quất = + dưa hấu, Z = + Y
Quy tắc: * + X Y + | Y + X + * | + + * X Y | * Y + X | Kết quả: * ngựa + + lê, * Y + + X
Quy tắc: + Z * | * Z + | Z Z + * | Z + * | Kết quả: cá voi kiwi kiwi cá voi + *, Z Z + *
Quy tắc: Y * Y - * Y | * Y * - | - * Y * | * - Y * | Kết quả: chuột cá mập * chuột cá mập - * chuột cá mập, Y * Y - * Y
Quy tắc: - Z - X Z | Z X - - - | - X Z | Z - X - | Kết quả: - sư tử đại bàng - sư tử đại bàng rắn hổ mang, - Z - X Z
Quy tắc: - Y + X + | Y + + X - | + - + Y X | + Y X - + | Kết quả: + - + con dấu rắn hổ mang nho blackberry, + - + Y X
Quy tắc: + Y + | + + Y | + Y + | Y + | Y + Y | Kết quả: cò táo + + cò táo, Y + Y
Quy tắc: Z X = + | = Z + X | Z = X + | Z = + X | Kết quả: rắn hổ mang = blackberry +, Z = X +
Quy tắc: * = = Z | = * = Z | Z * = Z | * = Z | Kết quả: con dấu con dấu * = con dấu, Z * = Z
Quy tắc: Y = Z * | Y = Z * | Z Y * = | * Y Z = | Kết quả: chim cánh cụt rắn hổ mang táo việt quất * =, Z Y * =
Quy tắc: Y + Z Z + | + Z + Y | + Z + Y | Z Y + | Kết quả: trâu + cá mập +, Y + Z Z +
Quy tắc: + X + * | + X + * | + * + X | + X * X + | Kết quả: + đào * đào +, + X * X +
Quy tắc: * + Y Z | * Z Y + | + Y * Z | Y * + Z | Kết quả: trâu * + kiwi, Y * + Z
Quy tắc: - Z + Y | + - Y Z | + Y Z - | Z Z - + Y | Kết quả: trâu trâu - + táo, Z Z - + Y
Quy tắc: + Y - Z | Z + Y - | Y Z - + | + Z - Y | Kết quả: + cá mập lê - ngựa vằn trâu, + Z - Y
Quy tắc: Y = Z - | Z Y - = | - = Y Z | Y Z Y - = | Kết quả: chim cánh cụt cò cá voi chim cánh cụt - =, Y Z Y - =
Quy tắc: X Z = Z - | = - X Z | X Z - = | = X Z - | Kết quả: dưa hấu kiwi cá mập = dưa hấu -, X Z = Z -
Quy tắc: X = + Z + | + = X + Z | X + = + Z | = + Z X + | Kết quả: + = kiwi ngựa vằn + đào, + = X + Z
Quy tắc: + = Y Y Z | Z = Y + | Y Z + = | + = Z Y | Kết quả: + = chim cánh cụt táo táo, + = Y Y Z
Quy tắc: Y * X = * | Y = * * X | = Y * X * | Y X * * = | Kết quả: chuối việt quất * táo = *, Y * X = *
Quy tắc: Y X * = - | = X * - Y | * - = Y X | - = Y Y X * | Kết quả: - = đào trâu đào trâu trâu chuối trâu *, - = Y Y X *
Quy tắc: X + Y * | * X Y + | * X + Y | X * + Y | Kết quả: blackberry + chim cánh cụt *, X + Y *
Quy tắc: - - Z X * | - Z X - * | X - * Z - | Z - X * - | Kết quả: - - chim cánh cụt dâu đen dâu tây *, - - Z X *
Quy tắc: - Y - Z | - - Z Y | - Z - Y | - Y Z - Z | Kết quả: - dâu đen việt quất việt quất - dâu tây việt quất, - Y Z - Z
Quy tắc: + - X Y | X - + Y | - Y Y + X | Y - X + | Kết quả: - đại bàng sư tử đại bàng sư tử + con dấu đào, - Y Y + X
Quy tắc: Y = X * | = = Y * X | X * X = Y = | = Y * = X | Kết quả: ngựa chuối * ngựa chuối = nho =, X * X = Y =
Quy tắc: X + + Y | + Y X | + Y + X | Y X + X | Kết quả: lê đào dâu đen + + lê, Y X + + X
Quy tắc: + + * Z Y | Z Y + + Y * | Z + * + Y | + Z * + Y | Kết quả: ngựa vằn sư tử đại bàng + + ngựa vằn *, Z Y + Y *
Quy tắc: Y - = Z | Z Z - Y = | = - Y Z | - Y = Z | Kết quả: nho nho - ngựa vằn chim cánh cụt =, Z Z - Y =
Quy tắc: X - * Y | X * Y - | * - X Y | X * - Y | Kết quả: blackberry * - rắn hổ mang dưa hấu, X * - Y
Quy tắc: Z = * Y | = Y Z * | * Z = Y | Z Y = * | Kết quả: việt quất = * kiwi, Z = * Y
Quy tắc: * Z Y + Z + | Y + Z + * | + Z * Y + | * Y Z + + | Kết quả: * trâu dâu đen đại bàng + trâu +, * Z Y + Z +
Quy tắc: - Y * Z | Y Z - * | Z * - Y | - Y * Z | Kết quả: blueberry * - chim cánh cụt, Z * - Y
Quy tắc: Y = Y + X + | Y X + = + | X + Y + = | + = Y X + | Kết quả: cò = cò + chim cánh cụt đào +, Y = Y + X +
Quy tắc: = + Y = X Z | + = X Y = Z | = Y X Z + = | Z X Y = = + | Kết quả: = + ngựa lê = sư tử nho, = + Y = X Z
Quy tắc: Y Z = + | Y Z + = | = Z Y + | = Y Z Y + | Kết quả: = dưa hấu nho đào cá voi nho dưa hấu +, = Y Z Y +
Quy tắc: X - Y = + | - Y X = + | = - X + Y | + Y X = - | Kết quả: chuối - rắn hổ mang việt quất = +, X - Y = +
Quy tắc: Y * = X = X | = X * Y = | * Y X = | = = * Y X | Kết quả: chuối việt quất * = đào kiwi = đào kiwi, Y * = X = X
Quy tắc: - Z = | - = Z Z Z | Z - = | Z = - | Kết quả: - = đào đào đào, - = Z Z Z
Quy tắc: X X + + X | + + X | + X + | X + | Kết quả: cá mập kiwi kiwi shark + + cá mập kiwi, X X + + X
Quy tắc: + * Y X | Y * X + | + * Y Y X | + X * Y | Kết quả: + * ngựa vằn kiwi ngựa vằn rắn hổ mang lê kiwi, + * Y Y X
Quy tắc: = X = Z = | = Z = Z = X | = Z X = | = Z X = = | Kết quả: = dưa hấu kiwi = dưa hấu kiwi = trâu, = Z = X
Quy tắc: - X - Z | - Z X - | X - Z - | - X - Z | Kết quả: - lê - táo, - X - Z
Quy tắc: - * - X Z | - * Z X - | * - - X Z | * - X - Z | Kết quả: * - - hải cẩu cá voi ngựa vằn lê, * - X Z
Quy tắc: * = Y Z | Y Z = * | = Z Y * Y | Z = * Y | Kết quả: = dâu dâu trâu * trâu, = Z Y * Y
Quy tắc: + X Z + | Z X + | Z X + | + Z X + | Kết quả: + dưa hấu đại bàng vằn +, + Z X +
Quy tắc: X - + + | + X - + | X - + X | + - X | Kết quả: dưa hấu - + + dưa hấu, X - + + X
Quy tắc: * Z + X | * + X Z | + X * Z | * Z + X | Kết quả: * + cò chuột dưa hấu dưa hấu, * + X Z
Quy tắc: - X * + | - X * + | X X * + X - | * - X + | Kết quả: chim cánh cụt táo chim cánh cụt táo * + chim cánh cụt táo -, X X * + X -
Quy tắc: = + Y + Z | + = Z Y + | Z + Y = | Z = Y + + | Kết quả: + = chuối cò chim cánh cụt ngựa vằn +, + = Z Y +
Quy tắc: = Z X - | Z - = X | = - Z X | = X - Z X | Kết quả: = dưa hấu chim cánh cụt - dưa hấu chim cánh cụt việt quất, = X - Z X
Quy tắc: * X = Y | Y = X * | X * = Y | * Y X = X | Kết quả: * chim cánh cụt blackberry dưa hấu = dưa hấu, * Y X = X
Quy tắc: * * Y | Y * * Y | Y * * | Y * * | Kết quả: rắn hổ mang * * rắn hổ mang, Y * * Y
Quy tắc: X Z + * = | X + Z = * | + = Z * X | = X * + Z | Kết quả: = chim cánh cụt blackberry * + cá mập táo, = X * + Z
Quy tắc: Y = * Z | = * Y Z | = Y * Z | * Z Y = | Kết quả: sư tử trâu = * trâu, Y = * Z
Quy tắc: - + * Y Z | + - * Z Y | Y Z * - + | Z - * Y + | Kết quả: chim cánh cụt trâu - * rắn hổ mang cá voi +, Z - * Y +
Quy tắc: Z = * * X | X = * Z * | = * X * Z | Z = * Z X * | Kết quả: cá mập đại bàng = * cá mập đại bàng lê *, Z = * Z X *
Quy tắc: X Y = - | X - = Y | Y X X - = | - Y X = | Kết quả: cá mập cá mập ngựa vằn - =, Y X X - =
Quy tắc: Z + X = = | Z X = + = | = = X + Z | Z Z X = = + | Kết quả: cá voi kiwi ngựa vằn = = +, Z Z X = +
Quy tắc: = + Z - Z | - + = Z | - + = Z | - Z = + | Kết quả: = + chuối - chuối, = + Z - Z
Quy tắc: Y X Z = - | - Z X Y = | X = - Y Z | - = Y X Z | Kết quả: - = ngựa vằn dâu tây lê, - = Y X Z
Quy tắc: X * - Z | * X Z - | - Z * X | * X - Z | Kết quả: * apple blackberry cobra -, * X Z -
Quy tắc: + = Y - Z | Z + Y = - | = - + Y Z | + - Y Z = | Kết quả: + - đại bàng việt quất =, + - Y Z =
Quy tắc: + - X | X + - X | X + - | - + X | Kết quả: nho sư tử + - nho sư tử, X + - X
Quy tắc: = - Y X = | X Y = - = | Y = | X = | X = Y = - | Kết quả: cò = con dấu = -, X = Y = -
Quy tắc: Y X + - = | - Y + X = | + = Y - Y X | - = + X Y | Kết quả: + = rắn hổ mang đại bàng - rắn hổ mang đại bàng đen, + = Y - Y X
Quy tắc: - + X - X | X + - - | - X - + | - - + X | Kết quả: - + dưa hấu việt quất - dưa hấu việt quất, - + X - X
Quy tắc: - - = Y X | X - Y = - | - X - = Y | - Y = X - | Kết quả: - - = cá voi đen kiwi, - - = Y X
Quy tắc: + X * Z | + X Z * | X * Z + | Z * X + | Kết quả: + đào ngựa *, + X Z *
Quy tắc: = Y + Z * | + Y * = Z | Z Y + Y = * | Z Y * = + | Kết quả: lê cá voi chuối + lê = *, Z Y + Y = *
