source,target
"Rules: * Y - * X Z | Substitutions: X by "" shark "" , Y by "" stork "" , Z by "" stork """,* stork - * shark stork
"Rules: X * + X Z | Substitutions: X by "" buffalo cobra "" , Z by "" banana """,buffalo cobra * + buffalo cobra banana
"Rules: Z - Z = - | Substitutions: Z by "" cobra penguin """,cobra penguin - cobra penguin = -
"Rules: * Y Y - = | Substitutions: Y by "" banana """,* banana banana - =
"Rules: = Z Y + * | Substitutions: Y by "" buffalo "" , Z by "" blueberry """,= blueberry buffalo + *
"Rules: X + = Z + | Substitutions: X by "" penguin "" , Z by "" blackberry blackberry """,penguin + = blackberry blackberry +
"Rules: = * Y - Y | Substitutions: Y by "" shark shark """,= * shark shark - shark shark
"Rules: = Y = Y Z = | Substitutions: Y by "" watermelon rat "" , Z by "" cobra """,= watermelon rat = watermelon rat cobra =
"Rules: * = - X Y Y | Substitutions: X by "" apple "" , Y by "" blackberry banana """,* = - apple blackberry banana blackberry banana
"Rules: - + Y Y | Substitutions: Y by "" kiwi seal """,- + kiwi seal kiwi seal
"Rules: X + X - | Substitutions: X by "" stork banana """,stork banana + stork banana -
"Rules: * Y X Z = = | Substitutions: X by "" strawberry zebra "" , Y by "" apple seal "" , Z by "" blueberry """,* apple seal strawberry zebra blueberry = =
"Rules: Y = * X Y | Substitutions: X by "" shark "" , Y by "" pear """,pear = * shark pear
"Rules: X Y - = * Z | Substitutions: X by "" stork zebra "" , Y by "" horse "" , Z by "" horse zebra """,stork zebra horse - = * horse zebra
"Rules: X Z + * | Substitutions: X by "" eagle "" , Z by "" stork buffalo """,eagle stork buffalo + *
"Rules: Y Z * Z - | Substitutions: Y by "" lion "" , Z by "" grape horse """,lion grape horse * grape horse -
"Rules: Y = = X | Substitutions: X by "" banana banana "" , Y by "" eagle """,eagle = = banana banana
"Rules: = + - Y X X | Substitutions: X by "" horse "" , Y by "" whale cobra """,= + - whale cobra horse horse
"Rules: Z * - Y * | Substitutions: Y by "" strawberry "" , Z by "" pear banana """,pear banana * - strawberry *
"Rules: = * Z X Z | Substitutions: X by "" horse "" , Z by "" stork grape """,= * stork grape horse stork grape
"Rules: X Z = * | Substitutions: X by "" pear "" , Z by "" grape strawberry """,pear grape strawberry = *
"Rules: Z + * Z X | Substitutions: X by "" apple "" , Z by "" blackberry whale """,blackberry whale + * blackberry whale apple
"Rules: Y = Y = Z = | Substitutions: Y by "" shark grape "" , Z by "" whale kiwi """,shark grape = shark grape = whale kiwi =
"Rules: Y = Y X * - | Substitutions: X by "" kiwi buffalo "" , Y by "" pear peach """,pear peach = pear peach kiwi buffalo * -
"Rules: * Z Z + Y - | Substitutions: Y by "" eagle "" , Z by "" blackberry """,* blackberry blackberry + eagle -
"Rules: - Y X X + - | Substitutions: X by "" strawberry "" , Y by "" lion zebra """,- lion zebra strawberry strawberry + -
"Rules: Y * Z * | Substitutions: Y by "" strawberry peach "" , Z by "" eagle """,strawberry peach * eagle *
"Rules: * X * Y X | Substitutions: X by "" pear "" , Y by "" penguin """,* pear * penguin pear
"Rules: = Z Z Y + | Substitutions: Y by "" cobra grape "" , Z by "" seal horse """,= seal horse seal horse cobra grape +
"Rules: Y Z - = = X | Substitutions: X by "" grape "" , Y by "" lion "" , Z by "" seal zebra """,lion seal zebra - = = grape
"Rules: Z Z - Z + - | Substitutions: Z by "" strawberry pear """,strawberry pear strawberry pear - strawberry pear + -
"Rules: Z + Z = | Substitutions: Z by "" blueberry """,blueberry + blueberry =
"Rules: * Z + Y * | Substitutions: Y by "" apple "" , Z by "" shark rat """,* shark rat + apple *
"Rules: Z X - + | Substitutions: X by "" shark grape "" , Z by "" seal cobra """,seal cobra shark grape - +
"Rules: Y = * X Y | Substitutions: X by "" zebra "" , Y by "" seal """,seal = * zebra seal
"Rules: Y + - Y | Substitutions: Y by "" whale """,whale + - whale
"Rules: = Z X * | Substitutions: X by "" watermelon banana "" , Z by "" rat strawberry """,= rat strawberry watermelon banana *
"Rules: Y X + + | Substitutions: X by "" buffalo whale "" , Y by "" horse lion """,horse lion buffalo whale + +
"Rules: - Y * Z | Substitutions: Y by "" seal "" , Z by "" shark """,- seal * shark
"Rules: + X = Z | Substitutions: X by "" buffalo "" , Z by "" kiwi """,+ buffalo = kiwi
"Rules: * Z * X Z | Substitutions: X by "" eagle kiwi "" , Z by "" kiwi """,* kiwi * eagle kiwi kiwi
"Rules: = Z Z X + | Substitutions: X by "" shark "" , Z by "" watermelon """,= watermelon watermelon shark +
"Rules: Z * Y X = | Substitutions: X by "" watermelon "" , Y by "" strawberry buffalo "" , Z by "" seal rat """,seal rat * strawberry buffalo watermelon =
"Rules: X Z X * = - | Substitutions: X by "" lion "" , Z by "" zebra cobra """,lion zebra cobra lion * = -
"Rules: Y + * Y | Substitutions: Y by "" horse """,horse + * horse
"Rules: X X + X - | Substitutions: X by "" grape """,grape grape + grape -
"Rules: Y Z * - Z | Substitutions: Y by "" apple strawberry "" , Z by "" eagle grape """,apple strawberry eagle grape * - eagle grape
"Rules: + X Z X + | Substitutions: X by "" cobra "" , Z by "" penguin strawberry """,+ cobra penguin strawberry cobra +
"Rules: Y = Z + | Substitutions: Y by "" zebra zebra "" , Z by "" strawberry apple """,zebra zebra = strawberry apple +
"Rules: * Z Y + - Y | Substitutions: Y by "" cobra blackberry "" , Z by "" peach buffalo """,* peach buffalo cobra blackberry + - cobra blackberry
"Rules: + Y Z - Y | Substitutions: Y by "" banana "" , Z by "" grape apple """,+ banana grape apple - banana
"Rules: * * Y Z + | Substitutions: Y by "" watermelon rat "" , Z by "" watermelon """,* * watermelon rat watermelon +
"Rules: - Y = Y + Z | Substitutions: Y by "" rat "" , Z by "" peach """,- rat = rat + peach
"Rules: = Z - Y | Substitutions: Y by "" penguin "" , Z by "" grape """,= grape - penguin
"Rules: Z Y - X + | Substitutions: X by "" cobra "" , Y by "" seal "" , Z by "" pear """,pear seal - cobra +
"Rules: * Y Z X = | Substitutions: X by "" kiwi whale "" , Y by "" eagle "" , Z by "" seal buffalo """,* eagle seal buffalo kiwi whale =
"Rules: Y = = Z | Substitutions: Y by "" whale "" , Z by "" eagle """,whale = = eagle
"Rules: Y + - Z | Substitutions: Y by "" lion watermelon "" , Z by "" strawberry banana """,lion watermelon + - strawberry banana
"Rules: + + Z X = | Substitutions: X by "" penguin "" , Z by "" horse rat """,+ + horse rat penguin =
"Rules: * + Z * X | Substitutions: X by "" apple seal "" , Z by "" strawberry penguin """,* + strawberry penguin * apple seal
"Rules: Z = = = X | Substitutions: X by "" stork horse "" , Z by "" blackberry apple """,blackberry apple = = = stork horse
"Rules: Y + Z * * X | Substitutions: X by "" horse "" , Y by "" shark "" , Z by "" rat """,shark + rat * * horse
"Rules: * + * Y Z X | Substitutions: X by "" banana peach "" , Y by "" horse zebra "" , Z by "" blueberry """,* + * horse zebra blueberry banana peach
"Rules: Y Z + + Z * | Substitutions: Y by "" blueberry "" , Z by "" eagle blueberry """,blueberry eagle blueberry + + eagle blueberry *
"Rules: * X Z - + | Substitutions: X by "" seal "" , Z by "" eagle apple """,* seal eagle apple - +
"Rules: X + Z = Y | Substitutions: X by "" shark "" , Y by "" penguin "" , Z by "" horse eagle """,shark + horse eagle = penguin
"Rules: * Z - X | Substitutions: X by "" whale "" , Z by "" horse peach """,* horse peach - whale
"Rules: * Z X Y = * | Substitutions: X by "" lion "" , Y by "" grape cobra "" , Z by "" zebra shark """,* zebra shark lion grape cobra = *
"Rules: Y * Z - | Substitutions: Y by "" whale pear "" , Z by "" strawberry """,whale pear * strawberry -
"Rules: Y * - + X | Substitutions: X by "" horse buffalo "" , Y by "" blackberry """,blackberry * - + horse buffalo
"Rules: * X = X Z * | Substitutions: X by "" kiwi "" , Z by "" penguin grape """,* kiwi = kiwi penguin grape *
"Rules: = Y X + * | Substitutions: X by "" zebra "" , Y by "" watermelon strawberry """,= watermelon strawberry zebra + *
"Rules: + = Z Z | Substitutions: Z by "" rat """,+ = rat rat
"Rules: = X - X - | Substitutions: X by "" stork cobra """,= stork cobra - stork cobra -
"Rules: Y Y - Y = + | Substitutions: Y by "" eagle stork """,eagle stork eagle stork - eagle stork = +
"Rules: X * - X | Substitutions: X by "" horse zebra """,horse zebra * - horse zebra
"Rules: Z = X - Y | Substitutions: X by "" eagle cobra "" , Y by "" watermelon zebra "" , Z by "" blackberry strawberry """,blackberry strawberry = eagle cobra - watermelon zebra
"Rules: Y Z + Z = | Substitutions: Y by "" shark cobra "" , Z by "" kiwi zebra """,shark cobra kiwi zebra + kiwi zebra =
"Rules: + Z Z Y * - | Substitutions: Y by "" strawberry "" , Z by "" cobra """,+ cobra cobra strawberry * -
"Rules: - X - Z Y | Substitutions: X by "" kiwi "" , Y by "" apple "" , Z by "" strawberry """,- kiwi - strawberry apple
"Rules: - Y - Z Y | Substitutions: Y by "" peach seal "" , Z by "" buffalo """,- peach seal - buffalo peach seal
"Rules: * * Y Z = Z | Substitutions: Y by "" banana buffalo "" , Z by "" blueberry """,* * banana buffalo blueberry = blueberry
"Rules: X Z + = X | Substitutions: X by "" cobra "" , Z by "" lion """,cobra lion + = cobra
"Rules: + = Y Z Y | Substitutions: Y by "" penguin whale "" , Z by "" penguin """,+ = penguin whale penguin penguin whale
"Rules: Z - = Z | Substitutions: Z by "" pear rat """,pear rat - = pear rat
"Rules: X - * * Y | Substitutions: X by "" zebra "" , Y by "" watermelon """,zebra - * * watermelon
"Rules: * X * Z X - | Substitutions: X by "" seal penguin "" , Z by "" cobra watermelon """,* seal penguin * cobra watermelon seal penguin -
"Rules: + Y * Z Z * | Substitutions: Y by "" stork "" , Z by "" blueberry whale """,+ stork * blueberry whale blueberry whale *
"Rules: Z + + X Z - | Substitutions: X by "" peach strawberry "" , Z by "" zebra """,zebra + + peach strawberry zebra -
"Rules: Z + Y = Z | Substitutions: Y by "" horse lion "" , Z by "" kiwi seal """,kiwi seal + horse lion = kiwi seal
"Rules: - X + Z X = | Substitutions: X by "" watermelon "" , Z by "" peach """,- watermelon + peach watermelon =
"Rules: Y Z * - | Substitutions: Y by "" banana "" , Z by "" pear strawberry """,banana pear strawberry * -
"Rules: * X + Z | Substitutions: X by "" lion zebra "" , Z by "" pear """,* lion zebra + pear
"Rules: Z Z - * Y | Substitutions: Y by "" horse eagle "" , Z by "" horse penguin """,horse penguin horse penguin - * horse eagle
"Rules: + - Z Z - | Substitutions: Z by "" blueberry """,+ - blueberry blueberry -
"Rules: - Z Z = * Z | Substitutions: Z by "" rat """,- rat rat = * rat
"Rules: + = X X | Substitutions: X by "" cobra """,+ = cobra cobra
"Rules: + X X * X | Substitutions: X by "" horse """,+ horse horse * horse
"Rules: Z X = + | Substitutions: X by "" horse shark "" , Z by "" banana """,banana horse shark = +
"Rules: * Z - Z Z | Substitutions: Z by "" grape """,* grape - grape grape
"Rules: Y + Y - - | Substitutions: Y by "" eagle """,eagle + eagle - -
"Rules: = - Y * X | Substitutions: X by "" watermelon seal "" , Y by "" seal """,= - seal * watermelon seal
"Rules: Z = X Z + * | Substitutions: X by "" pear lion "" , Z by "" eagle """,eagle = pear lion eagle + *
"Rules: * = Y Z | Substitutions: Y by "" horse blackberry "" , Z by "" pear zebra """,* = horse blackberry pear zebra
"Rules: X * Y = = | Substitutions: X by "" banana "" , Y by "" buffalo kiwi """,banana * buffalo kiwi = =
"Rules: Z = Z = | Substitutions: Z by "" zebra """,zebra = zebra =
"Rules: = X X + | Substitutions: X by "" peach penguin """,= peach penguin peach penguin +
"Rules: = = Z Z X - | Substitutions: X by "" cobra "" , Z by "" stork seal """,= = stork seal stork seal cobra -
"Rules: = X + X X * | Substitutions: X by "" watermelon seal """,= watermelon seal + watermelon seal watermelon seal *
"Rules: Z + Y + Z | Substitutions: Y by "" banana stork "" , Z by "" buffalo """,buffalo + banana stork + buffalo
"Rules: X X = * Y | Substitutions: X by "" seal "" , Y by "" watermelon cobra """,seal seal = * watermelon cobra
"Rules: X * X * + | Substitutions: X by "" lion eagle """,lion eagle * lion eagle * +
"Rules: - = X X Z | Substitutions: X by "" kiwi penguin "" , Z by "" strawberry """,- = kiwi penguin kiwi penguin strawberry
"Rules: X * Y = | Substitutions: X by "" peach peach "" , Y by "" penguin """,peach peach * penguin =
"Rules: Y - Y Z = | Substitutions: Y by "" whale horse "" , Z by "" blackberry pear """,whale horse - whale horse blackberry pear =
"Rules: Z + Y Z - | Substitutions: Y by "" grape "" , Z by "" rat """,rat + grape rat -
"Rules: = + Y = X | Substitutions: X by "" blackberry "" , Y by "" penguin grape """,= + penguin grape = blackberry
"Rules: - = Y Y Y - | Substitutions: Y by "" grape """,- = grape grape grape -
"Rules: X = = Z | Substitutions: X by "" stork "" , Z by "" kiwi eagle """,stork = = kiwi eagle
"Rules: X = + X = | Substitutions: X by "" horse """,horse = + horse =
"Rules: * + Y Z | Substitutions: Y by "" banana "" , Z by "" watermelon """,* + banana watermelon
"Rules: Z = = X + | Substitutions: X by "" horse "" , Z by "" zebra """,zebra = = horse +
"Rules: = * - Z Y X | Substitutions: X by "" banana "" , Y by "" blueberry blackberry "" , Z by "" eagle lion """,= * - eagle lion blueberry blackberry banana
"Rules: = * Z + Y Z | Substitutions: Y by "" blackberry "" , Z by "" penguin whale """,= * penguin whale + blackberry penguin whale
"Rules: Y Y + - X | Substitutions: X by "" watermelon cobra "" , Y by "" blackberry """,blackberry blackberry + - watermelon cobra
"Rules: Y Y - + Z - | Substitutions: Y by "" seal "" , Z by "" penguin """,seal seal - + penguin -
"Rules: X Z = Z = * | Substitutions: X by "" pear cobra "" , Z by "" rat watermelon """,pear cobra rat watermelon = rat watermelon = *
"Rules: - * Y Y | Substitutions: Y by "" zebra eagle """,- * zebra eagle zebra eagle
"Rules: Z = * Z | Substitutions: Z by "" blueberry """,blueberry = * blueberry
"Rules: = X + Y | Substitutions: X by "" grape cobra "" , Y by "" grape pear """,= grape cobra + grape pear
"Rules: Y Z + X = = | Substitutions: X by "" stork lion "" , Y by "" rat apple "" , Z by "" penguin """,rat apple penguin + stork lion = =
"Rules: - X - X - | Substitutions: X by "" shark blackberry """,- shark blackberry - shark blackberry -
"Rules: Y - Y - | Substitutions: Y by "" shark """,shark - shark -
"Rules: Z + Y Y - | Substitutions: Y by "" cobra blueberry "" , Z by "" apple peach """,apple peach + cobra blueberry cobra blueberry -
"Rules: X = Y = Y * | Substitutions: X by "" horse "" , Y by "" peach """,horse = peach = peach *
"Rules: X Y Y - = | Substitutions: X by "" penguin "" , Y by "" lion """,penguin lion lion - =
"Rules: X - X X + = | Substitutions: X by "" eagle """,eagle - eagle eagle + =
"Rules: = X * Z | Substitutions: X by "" lion buffalo "" , Z by "" cobra """,= lion buffalo * cobra
"Rules: - Z + Y + | Substitutions: Y by "" peach "" , Z by "" blueberry """,- blueberry + peach +
"Rules: X X * - | Substitutions: X by "" blueberry grape """,blueberry grape blueberry grape * -
"Rules: Z - * X - Y | Substitutions: X by "" lion apple "" , Y by "" blueberry "" , Z by "" buffalo seal """,buffalo seal - * lion apple - blueberry
"Rules: = Y Z = X | Substitutions: X by "" watermelon pear "" , Y by "" whale lion "" , Z by "" blackberry """,= whale lion blackberry = watermelon pear
"Rules: + * Y Y Y * | Substitutions: Y by "" peach whale """,+ * peach whale peach whale peach whale *
"Rules: X * X - | Substitutions: X by "" seal peach """,seal peach * seal peach -
"Rules: Y Y = * | Substitutions: Y by "" banana """,banana banana = *
"Rules: X = X = * | Substitutions: X by "" pear """,pear = pear = *
"Rules: Z = Z + | Substitutions: Z by "" pear kiwi """,pear kiwi = pear kiwi +
"Rules: * * Z Z * | Substitutions: Z by "" whale """,* * whale whale *
"Rules: Z = = Y Y | Substitutions: Y by "" penguin pear "" , Z by "" penguin watermelon """,penguin watermelon = = penguin pear penguin pear
"Rules: Y + = X | Substitutions: X by "" seal "" , Y by "" pear kiwi """,pear kiwi + = seal
"Rules: X Z * * + | Substitutions: X by "" watermelon penguin "" , Z by "" blackberry blackberry """,watermelon penguin blackberry blackberry * * +
"Rules: + X X - - | Substitutions: X by "" stork cobra """,+ stork cobra stork cobra - -
"Rules: - - X X * Z | Substitutions: X by "" shark "" , Z by "" banana """,- - shark shark * banana
"Rules: + X = Y + Y | Substitutions: X by "" cobra "" , Y by "" peach stork """,+ cobra = peach stork + peach stork
"Rules: - * X - Z | Substitutions: X by "" whale "" , Z by "" zebra """,- * whale - zebra
"Rules: = - Z Y | Substitutions: Y by "" watermelon "" , Z by "" kiwi horse """,= - kiwi horse watermelon
"Rules: Z = + Y - | Substitutions: Y by "" zebra "" , Z by "" penguin """,penguin = + zebra -
"Rules: * Z = X Y = | Substitutions: X by "" horse buffalo "" , Y by "" cobra pear "" , Z by "" zebra """,* zebra = horse buffalo cobra pear =
